locationid,measureid,data_value
12131,HIGHCHOL,33.1
12049,ACCESS2,26.1
08077,DIABETES,8.1
12015,BPHIGH,31.0
06079,CASTHMA,10.0
13089,HIGHCHOL,33.1
12013,DENTAL,48.5
12043,BPHIGH,44.0
12127,ACCESS2,14.8
13063,DIABETES,16.1
13045,CHECKUP,75.6
12033,BPHIGH,36.1
13149,ACCESS2,13.5
08125,HIGHCHOL,34.2
12093,HIGHCHOL,34.5
13067,DENTAL,67.7
08069,ACCESS2,8.6
12079,HIGHCHOL,41.6
08117,DENTAL,67.1
06111,DIABETES,11.4
12059,HIGHCHOL,43.1
13097,CHECKUP,78.8
13047,CASTHMA,10.0
13161,DIABETES,14.4
08029,ACCESS2,11.9
12097,CASTHMA,9.0
08105,DENTAL,62.9
13141,ACCESS2,18.7
12063,DIABETES,15.6
08049,CASTHMA,10.9
13089,CASTHMA,10.3
09140,HIGHCHOL,39.5
13071,BPHIGH,43.0
12005,DENTAL,58.1
08033,DENTAL,63.0
12079,CASTHMA,10.9
08007,HIGHCHOL,28.7
08053,DENTAL,70.0
13153,DENTAL,62.1
13037,ACCESS2,18.6
12037,CASTHMA,9.9
06095,DENTAL,62.1
13061,CHECKUP,79.7
12119,CASTHMA,9.3
08097,BPHIGH,28.8
12083,BPHIGH,40.9
13155,CHECKUP,76.5
13003,CHECKUP,74.7
08049,DENTAL,68.1
12115,CASTHMA,9.5
08033,CHECKUP,73.5
08045,CASTHMA,10.7
13111,ACCESS2,12.7
13115,DENTAL,52.5
08019,HIGHCHOL,27.7
09170,BPHIGH,32.8
13099,HIGHCHOL,33.4
08053,CASTHMA,10.9
13021,CHECKUP,79.8
12041,CASTHMA,10.2
12071,DENTAL,60.7
13121,ACCESS2,10.1
08121,HIGHCHOL,29.0
12021,DENTAL,59.1
12069,BPHIGH,31.0
12075,DENTAL,53.1
12089,DENTAL,63.7
12123,CHECKUP,74.1
08043,HIGHCHOL,28.7
13009,CASTHMA,10.8
13163,ACCESS2,17.5
08025,CHECKUP,66.3
06095,DIABETES,10.5
13101,ACCESS2,20.0
13003,CASTHMA,10.8
12086,DENTAL,52.6
12095,ACCESS2,16.3
13085,HIGHCHOL,33.1
06077,DENTAL,58.5
12001,ACCESS2,11.9
08109,HIGHCHOL,30.0
06091,DENTAL,62.2
13101,HIGHCHOL,37.6
08041,DENTAL,64.4
13025,DENTAL,52.9
13149,DIABETES,11.9
08101,DENTAL,58.1
13023,CASTHMA,10.8
13047,HIGHCHOL,33.6
08011,CHECKUP,69.5
09180,DIABETES,10.0
13037,DENTAL,41.5
06105,HIGHCHOL,42.5
13013,HIGHCHOL,37.1
13025,BPHIGH,35.5
13063,CHECKUP,80.2
13043,HIGHCHOL,40.1
08083,CASTHMA,12.0
12043,HIGHCHOL,35.1
08097,DENTAL,73.2
08113,DENTAL,66.9
08045,DENTAL,64.3
06115,CHECKUP,70.0
12123,BPHIGH,38.4
13151,ACCESS2,11.7
13107,DIABETES,16.4
12019,CASTHMA,9.9
12067,CHECKUP,75.3
12115,DIABETES,8.4
13031,HIGHCHOL,35.2
08027,HIGHCHOL,28.8
12119,CHECKUP,76.9
13139,DENTAL,55.0
08083,DIABETES,11.8
08015,BPHIGH,25.9
08037,DENTAL,66.3
13039,BPHIGH,34.7
08113,BPHIGH,28.7
08075,DIABETES,11.2
08029,DENTAL,60.3
12083,CASTHMA,9.8
13017,DENTAL,45.8
13051,ACCESS2,12.5
08017,CHECKUP,73.8
09160,HIGHCHOL,40.5
13007,BPHIGH,51.6
13133,BPHIGH,34.5
13043,ACCESS2,17.9
09120,CHECKUP,78.0
12133,DIABETES,15.1
12087,BPHIGH,30.0
13007,ACCESS2,16.4
12129,DIABETES,12.6
13003,BPHIGH,40.4
12079,ACCESS2,16.6
09190,CHECKUP,78.4
12013,BPHIGH,35.9
13111,DIABETES,11.1
13017,CASTHMA,11.4
13123,ACCESS2,15.0
08093,HIGHCHOL,28.7
13103,DENTAL,62.2
12083,DENTAL,52.1
13023,HIGHCHOL,34.7
12131,CASTHMA,9.5
12071,CHECKUP,80.5
12001,BPHIGH,30.7
12039,HIGHCHOL,32.0
13099,DIABETES,18.9
09120,HIGHCHOL,37.4
13007,DIABETES,22.9
12031,DENTAL,54.6
06093,CASTHMA,11.2
13119,BPHIGH,40.7
13121,DIABETES,10.9
08067,ACCESS2,8.6
12021,BPHIGH,28.1
09150,CASTHMA,11.4
12095,DIABETES,11.5
06091,HIGHCHOL,42.2
13085,DENTAL,65.7
08023,DIABETES,17.0
12075,ACCESS2,15.5
13113,ACCESS2,9.0
13005,ACCESS2,16.1
13027,CASTHMA,11.1
09140,DENTAL,68.9
12111,DIABETES,11.2
08077,DENTAL,61.8
13031,BPHIGH,35.1
12121,HIGHCHOL,34.0
06081,CHECKUP,69.2
12037,HIGHCHOL,32.1
06073,CHECKUP,72.6
08107,CASTHMA,10.6
12049,DENTAL,43.0
12127,DENTAL,57.8
13019,CASTHMA,10.7
13011,BPHIGH,34.6
08121,CHECKUP,68.4
12027,BPHIGH,42.4
13077,HIGHCHOL,33.3
13127,HIGHCHOL,34.1
13091,ACCESS2,14.9
13123,BPHIGH,41.9
13155,DENTAL,51.6
13087,DIABETES,15.3
13135,CASTHMA,9.1
13001,CASTHMA,10.8
12109,CASTHMA,9.3
13125,ACCESS2,13.9
08059,ACCESS2,8.4
13005,CHECKUP,77.2
12103,BPHIGH,29.5
06083,CASTHMA,9.7
12086,HIGHCHOL,31.3
13029,CASTHMA,9.6
12089,HIGHCHOL,33.8
08063,ACCESS2,13.2
13101,DENTAL,54.5
13035,DENTAL,54.0
13137,HIGHCHOL,34.4
13031,DENTAL,58.5
13047,ACCESS2,11.1
12121,BPHIGH,34.7
06083,CHECKUP,69.6
08099,CASTHMA,11.2
12093,CASTHMA,9.9
06113,BPHIGH,28.1
08123,DENTAL,63.2
08091,CASTHMA,10.8
12053,DENTAL,55.6
13065,DIABETES,14.8
13017,CHECKUP,77.4
08091,DENTAL,70.1
09170,DIABETES,9.2
12029,CASTHMA,10.3
08071,CASTHMA,10.8
12017,ACCESS2,13.7
12123,CASTHMA,10.5
12011,CASTHMA,9.2
13159,ACCESS2,13.9
13085,BPHIGH,31.1
13047,DIABETES,12.5
08067,DENTAL,69.0
13165,BPHIGH,42.7
12009,ACCESS2,12.4
12067,DENTAL,44.6
13099,ACCESS2,15.4
06111,DENTAL,65.0
13067,HIGHCHOL,35.4
06075,ACCESS2,6.3
13103,CASTHMA,10.0
08045,CHECKUP,69.6
13055,CASTHMA,10.8
13061,ACCESS2,14.5
08019,CASTHMA,10.7
12019,DIABETES,10.3
08121,DENTAL,63.6
08041,DIABETES,8.4
08019,DIABETES,9.0
12031,CHECKUP,75.5
08075,ACCESS2,14.7
12033,DIABETES,12.8
06079,ACCESS2,7.5
08105,DIABETES,12.2
13003,DIABETES,18.0
08125,BPHIGH,27.1
13133,DENTAL,58.9
12091,DIABETES,10.8
13113,DENTAL,68.5
08091,HIGHCHOL,28.5
06081,DENTAL,67.8
13125,DIABETES,11.8
08025,HIGHCHOL,31.4
12017,CASTHMA,9.7
08005,CHECKUP,70.2
13037,CASTHMA,10.6
09130,BPHIGH,28.4
12033,ACCESS2,12.4
08083,HIGHCHOL,27.7
08019,ACCESS2,7.8
12005,CHECKUP,74.0
12115,DENTAL,66.0
13163,DENTAL,44.8
08023,ACCESS2,21.1
08041,HIGHCHOL,33.1
13089,DENTAL,58.4
13061,DIABETES,21.5
08025,DIABETES,11.3
12023,ACCESS2,15.5
13163,CASTHMA,11.5
08015,DIABETES,10.2
09110,HIGHCHOL,34.1
08071,BPHIGH,28.3
12013,CHECKUP,74.9
12013,ACCESS2,16.8
08045,BPHIGH,25.3
13077,CASTHMA,9.9
08095,BPHIGH,28.3
09180,ACCESS2,9.6
12101,DIABETES,10.3
06101,HIGHCHOL,36.1
13151,BPHIGH,37.4
13107,HIGHCHOL,35.4
13043,CASTHMA,10.8
08057,DIABETES,13.9
06089,CASTHMA,10.9
12085,CHECKUP,80.2
08113,ACCESS2,7.3
13133,HIGHCHOL,43.9
12113,DIABETES,9.3
11001,CHECKUP,75.8
08009,DIABETES,13.4
13159,DENTAL,56.2
12081,CHECKUP,80.5
06113,CASTHMA,9.8
13015,BPHIGH,34.3
13151,DENTAL,60.9
08013,DIABETES,7.1
13073,DIABETES,10.7
12023,DIABETES,15.1
13103,DIABETES,10.6
13121,CHECKUP,77.8
08113,CHECKUP,70.8
08097,DIABETES,8.4
13075,ACCESS2,16.2
08099,HIGHCHOL,29.2
08013,CASTHMA,10.3
12091,ACCESS2,11.7
13107,CASTHMA,11.2
13163,DIABETES,15.5
13073,ACCESS2,10.4
06085,ACCESS2,6.9
12021,CHECKUP,73.9
13005,DENTAL,51.1
08113,DIABETES,8.7
12029,HIGHCHOL,40.7
13123,CHECKUP,79.8
12057,DENTAL,57.3
12091,DENTAL,60.2
13037,DIABETES,18.5
09130,CASTHMA,10.7
13037,BPHIGH,44.9
12119,DENTAL,65.9
09160,BPHIGH,32.4
08015,CASTHMA,10.8
08057,HIGHCHOL,29.5
13005,BPHIGH,40.4
13051,DIABETES,12.1
08125,BPHIGH,31.4
13039,CASTHMA,10.1
12035,CASTHMA,9.7
12133,DENTAL,47.5
08037,BPHIGH,23.0
13143,DENTAL,57.7
08005,BPHIGH,27.8
12127,CASTHMA,10.0
13117,ACCESS2,9.0
13111,CHECKUP,80.9
13051,CASTHMA,10.3
08053,HIGHCHOL,27.8
08029,BPHIGH,28.6
13021,HIGHCHOL,37.7
10005,CASTHMA,10.5
13025,DIABETES,14.4
13139,ACCESS2,18.6
06079,DIABETES,8.6
12117,DIABETES,9.8
12065,CASTHMA,10.4
12029,DENTAL,43.6
12127,HIGHCHOL,40.6
10001,CASTHMA,12.5
12041,BPHIGH,30.9
08091,ACCESS2,6.2
08069,HIGHCHOL,27.9
13115,HIGHCHOL,39.4
08005,DIABETES,8.5
12045,HIGHCHOL,40.3
12086,BPHIGH,33.8
13151,CHECKUP,79.3
13137,ACCESS2,15.2
08039,CASTHMA,11.1
08057,CASTHMA,11.7
13147,BPHIGH,35.4
08015,ACCESS2,9.3
10001,DIABETES,14.3
08059,DIABETES,8.3
06087,BPHIGH,30.5
12119,DIABETES,16.0
08021,ACCESS2,18.8
09160,CHECKUP,78.7
08123,HIGHCHOL,31.1
12009,DENTAL,59.1
08007,CASTHMA,11.0
08095,CHECKUP,68.6
12003,HIGHCHOL,38.7
08061,CASTHMA,11.8
13021,BPHIGH,44.6
13139,CASTHMA,9.6
08031,CASTHMA,10.3
13149,CHECKUP,77.5
08011,CASTHMA,10.8
13065,ACCESS2,17.2
08101,BPHIGH,28.1
08103,CHECKUP,69.4
08021,CHECKUP,69.1
12113,CHECKUP,78.7
08003,CASTHMA,11.0
08001,ACCESS2,17.2
06103,HIGHCHOL,30.3
13039,DENTAL,56.4
13109,CHECKUP,78.6
08105,ACCESS2,15.9
08117,BPHIGH,24.6
08097,ACCESS2,6.9
12063,ACCESS2,16.5
12001,DENTAL,56.2
08001,DIABETES,9.7
08033,ACCESS2,10.9
13007,CHECKUP,78.0
08031,CASTHMA,10.2
12095,CHECKUP,76.2
09110,DIABETES,11.0
13053,DENTAL,51.4
09170,ACCESS2,10.6
08035,CASTHMA,10.4
13063,HIGHCHOL,33.9
09180,HIGHCHOL,31.7
08023,CASTHMA,10.6
06099,CASTHMA,10.0
08027,CASTHMA,11.5
13141,DIABETES,22.8
08121,ACCESS2,10.8
08007,ACCESS2,9.6
12107,DIABETES,17.5
08067,DIABETES,9.3
08083,ACCESS2,10.8
13093,CASTHMA,10.5
12041,DENTAL,52.3
13147,HIGHCHOL,42.0
08079,CHECKUP,70.1
12075,DIABETES,16.1
06109,HIGHCHOL,39.0
12045,CASTHMA,9.8
13093,BPHIGH,41.9
13061,HIGHCHOL,33.8
08087,CHECKUP,68.7
06077,CHECKUP,70.7
13079,BPHIGH,36.0
12055,CHECKUP,81.9
13119,HIGHCHOL,40.0
12045,DENTAL,53.1
12079,DIABETES,16.8
13165,HIGHCHOL,34.3
08065,CASTHMA,10.2
12059,ACCESS2,15.1
08003,HIGHCHOL,31.9
08025,ACCESS2,20.6
06101,BPHIGH,33.3
12017,DENTAL,57.9
08027,DENTAL,65.8
12125,ACCESS2,17.3
08073,CASTHMA,10.9
12037,DENTAL,50.0
12099,DENTAL,59.5
08055,CASTHMA,10.8
13155,CASTHMA,10.7
12103,DIABETES,13.1
12051,CHECKUP,74.4
13153,DIABETES,12.2
12103,DENTAL,57.5
08069,CASTHMA,11.2
08121,CASTHMA,11.3
13143,BPHIGH,34.1
13137,DIABETES,12.9
08091,DIABETES,10.0
13091,CASTHMA,10.6
12045,BPHIGH,34.0
13103,ACCESS2,11.8
13037,HIGHCHOL,33.8
13075,DENTAL,51.7
13053,HIGHCHOL,26.2
13043,CHECKUP,78.5
12049,CASTHMA,9.7
08063,DIABETES,11.4
13049,HIGHCHOL,38.1
08043,CASTHMA,11.0
13035,CHECKUP,77.4
13053,ACCESS2,17.2
13117,CASTHMA,8.4
12117,CHECKUP,78.1
08103,DENTAL,59.4
12059,DIABETES,14.5
12113,DENTAL,59.4
06085,BPHIGH,25.7
12111,CASTHMA,9.9
08111,DENTAL,61.9
13129,BPHIGH,38.2
08111,BPHIGH,26.0
08035,HIGHCHOL,28.2
06097,CHECKUP,69.7
13019,DIABETES,13.5
06075,CHECKUP,71.7
12055,HIGHCHOL,46.5
08087,ACCESS2,17.9
08019,DENTAL,70.0
08075,HIGHCHOL,33.9
13051,CHECKUP,79.7
08067,DIABETES,7.5
13061,CASTHMA,11.2
08121,DIABETES,10.5
06101,DENTAL,55.1
13089,CHECKUP,79.1
13165,ACCESS2,18.6
08081,HIGHCHOL,34.8
12057,CHECKUP,75.7
13057,CHECKUP,75.3
12125,DENTAL,46.7
08101,DENTAL,59.1
13163,DIABETES,18.5
13137,DENTAL,55.3
12119,CHECKUP,87.0
13101,DIABETES,13.6
12023,CASTHMA,10.3
13105,BPHIGH,38.0
12035,CASTHMA,9.9
12115,DIABETES,13.0
06075,DIABETES,10.2
13019,ACCESS2,16.5
09160,DIABETES,10.0
06113,HIGHCHOL,31.1
08117,DENTAL,67.1
08035,HIGHCHOL,31.4
13119,DENTAL,53.4
12049,ACCESS2,26.6
12019,ACCESS2,12.3
06081,BPHIGH,25.7
08061,DENTAL,56.0
06105,ACCESS2,7.0
08111,DENTAL,63.2
13157,ACCESS2,13.3
13015,ACCESS2,13.7
13097,HIGHCHOL,33.4
13005,BPHIGH,36.9
06115,HIGHCHOL,31.2
13115,BPHIGH,38.6
12073,HIGHCHOL,34.2
13083,DENTAL,60.5
13045,CHECKUP,76.1
08079,CASTHMA,10.8
12113,DENTAL,59.2
13035,ACCESS2,14.5
08057,DENTAL,57.4
09190,BPHIGH,28.2
06089,CHECKUP,70.3
09150,HIGHCHOL,32.2
08031,HIGHCHOL,28.2
13149,HIGHCHOL,33.7
12101,BPHIGH,38.2
12053,ACCESS2,15.6
12075,BPHIGH,34.2
12089,CHECKUP,75.3
13143,CHECKUP,77.0
13107,ACCESS2,17.1
08015,CASTHMA,10.8
08083,ACCESS2,11.5
08107,ACCESS2,7.8
12049,HIGHCHOL,38.7
12017,HIGHCHOL,46.1
12115,ACCESS2,10.3
08009,CHECKUP,68.9
08013,DENTAL,70.6
08014,BPHIGH,24.5
13069,CASTHMA,10.9
12119,BPHIGH,48.0
13147,ACCESS2,12.9
12027,CASTHMA,10.0
13107,CHECKUP,77.9
13127,ACCESS2,13.2
08113,CASTHMA,10.5
12035,HIGHCHOL,44.6
08037,BPHIGH,25.2
08005,DIABETES,8.0
10001,HIGHCHOL,34.4
09180,CHECKUP,78.5
08049,BPHIGH,29.8
08123,ACCESS2,13.7
08011,BPHIGH,36.9
13069,BPHIGH,41.5
13045,HIGHCHOL,36.6
12017,CASTHMA,10.1
13127,DIABETES,12.0
13105,CASTHMA,10.7
08079,DIABETES,10.5
08123,HIGHCHOL,29.1
08053,ACCESS2,6.6
12031,CHECKUP,76.4
06113,DIABETES,9.3
12009,CASTHMA,9.7
13005,DIABETES,13.0
12029,ACCESS2,17.3
08091,BPHIGH,34.0
13069,DIABETES,15.0
06113,ACCESS2,8.9
08019,HIGHCHOL,34.6
12101,CHECKUP,74.1
08071,DIABETES,13.7
12075,CHECKUP,74.5
08015,CHECKUP,69.4
12037,ACCESS2,14.9
12039,BPHIGH,44.6
13055,ACCESS2,17.9
12013,CHECKUP,77.2
06107,HIGHCHOL,32.1
12086,CHECKUP,74.0
13097,DENTAL,58.5
13161,HIGHCHOL,34.0
12107,HIGHCHOL,33.5
09150,DIABETES,8.0
13105,CHECKUP,76.8
08057,CHECKUP,68.4
12133,HIGHCHOL,41.4
06105,DIABETES,15.9
08021,BPHIGH,32.9
08125,CHECKUP,68.5
12125,ACCESS2,17.6
13105,HIGHCHOL,40.6
13025,ACCESS2,14.4
13145,ACCESS2,9.6
12029,DIABETES,12.3
12073,CASTHMA,10.4
06099,HIGHCHOL,31.7
06097,CASTHMA,9.8
13145,DIABETES,12.6
13095,CASTHMA,12.0
12009,HIGHCHOL,40.5
13107,HIGHCHOL,39.9
08111,CASTHMA,10.6
13085,HIGHCHOL,38.7
13039,CHECKUP,76.5
12059,BPHIGH,35.8
12111,ACCESS2,16.0
06091,BPHIGH,42.8
12067,ACCESS2,18.8
06111,BPHIGH,27.3
08031,CHECKUP,71.1
08037,DIABETES,7.5
13133,DIABETES,15.6
12031,BPHIGH,35.4
08033,BPHIGH,35.1
12055,CASTHMA,9.5
12005,ACCESS2,13.1
12117,HIGHCHOL,35.5
13093,CHECKUP,79.8
13001,CHECKUP,77.4
08005,DENTAL,64.4
10005,ACCESS2,9.4
08023,CHECKUP,69.1
08019,DIABETES,6.8
12001,DIABETES,11.2
13019,CASTHMA,10.8
06097,CASTHMA,9.8
13083,CASTHMA,10.1
06077,ACCESS2,13.0
08021,BPHIGH,27.7
08061,ACCESS2,10.8
13097,CHECKUP,79.4
06073,ACCESS2,8.7
12045,CHECKUP,74.0
08087,HIGHCHOL,29.6
13073,CASTHMA,9.6
12017,DIABETES,10.2
13131,HIGHCHOL,33.2
12063,ACCESS2,17.0
12059,CASTHMA,10.4
08117,CHECKUP,70.6
12021,BPHIGH,39.2
13133,HIGHCHOL,33.2
13143,BPHIGH,37.3
12091,HIGHCHOL,30.7
08073,CHECKUP,67.9
12037,DIABETES,11.2
08077,ACCESS2,11.3
13079,DENTAL,55.8
13117,DIABETES,8.8
12049,DIABETES,14.4
13045,DENTAL,59.5
10005,DIABETES,14.2
12045,DIABETES,10.9
08103,CASTHMA,11.3
08065,CHECKUP,69.3
12099,DIABETES,13.7
08057,BPHIGH,38.8
08009,CHECKUP,74.1
12129,HIGHCHOL,38.6
12109,DENTAL,67.0
08093,DENTAL,67.9
08027,ACCESS2,8.8
13059,DIABETES,13.3
12129,ACCESS2,13.3
12107,CHECKUP,78.5
08095,CASTHMA,11.3
12041,CHECKUP,74.1
06115,DENTAL,56.7
08107,DIABETES,6.8
13031,CASTHMA,10.6
08039,CHECKUP,70.0
06073,DENTAL,65.8
06091,HIGHCHOL,31.0
08087,CASTHMA,11.1
12099,ACCESS2,14.6
13053,DIABETES,7.5
13163,ACCESS2,16.8
13021,CASTHMA,11.2
12009,DIABETES,10.0
13131,HIGHCHOL,39.7
11001,DIABETES,7.8
13165,DENTAL,44.2
13035,CASTHMA,10.4
13059,ACCESS2,13.2
12005,BPHIGH,37.7
06087,DIABETES,9.0
08103,HIGHCHOL,28.2
08101,DIABETES,12.3
13157,CASTHMA,9.7
12101,CASTHMA,9.8
08049,DIABETES,9.1
13077,BPHIGH,35.7
13091,DENTAL,53.9
13037,DIABETES,17.1
12037,CHECKUP,79.4
08061,BPHIGH,36.1
08071,ACCESS2,16.8
12057,DENTAL,57.4
08099,HIGHCHOL,34.4
09160,CASTHMA,11.6
08061,CHECKUP,75.2
13123,CHECKUP,74.7
06075,CASTHMA,8.5
08105,HIGHCHOL,35.8
13105,ACCESS2,14.5
08033,DIABETES,11.5
08077,BPHIGH,31.1
12115,CHECKUP,75.8
13033,CASTHMA,11.4
06095,HIGHCHOL,35.6
11001,BPHIGH,30.3
08043,ACCESS2,13.8
13055,CHECKUP,76.6
06103,DENTAL,57.0
08027,BPHIGH,38.2
13021,HIGHCHOL,33.5
08001,BPHIGH,28.0
12065,CASTHMA,10.3
06081,DENTAL,68.2
08109,ACCESS2,15.8
12001,CHECKUP,77.3
12011,HIGHCHOL,32.9
13101,CHECKUP,73.9
08013,HIGHCHOL,29.9
08089,HIGHCHOL,36.7
06077,DIABETES,11.7
13159,DIABETES,12.1
08009,BPHIGH,29.9
06085,CHECKUP,71.2
13059,CHECKUP,75.3
08053,DIABETES,6.4
13081,CASTHMA,11.6
12083,CASTHMA,10.0
12085,HIGHCHOL,44.8
12067,DENTAL,45.1
13019,DENTAL,52.5
12063,DENTAL,45.9
12083,HIGHCHOL,41.4
13119,CHECKUP,75.4
12101,HIGHCHOL,33.9
06095,DENTAL,61.3
12045,ACCESS2,13.0
13107,BPHIGH,43.9
10001,ACCESS2,9.5
08109,CASTHMA,11.2
06091,DIABETES,10.1
08045,CHECKUP,70.9
13003,BPHIGH,42.5
13165,HIGHCHOL,39.1
10003,CHECKUP,79.2
13067,CHECKUP,77.0
08009,HIGHCHOL,37.7
13107,DENTAL,48.4
12097,CASTHMA,8.9
13157,DIABETES,10.4
08109,DIABETES,15.1
13137,BPHIGH,33.2
13009,HIGHCHOL,37.5
13147,DIABETES,15.3
13161,BPHIGH,41.2
08109,CHECKUP,69.0
08093,DIABETES,10.2
08125,ACCESS2,15.7
08041,DIABETES,8.7
13071,BPHIGH,39.8
13135,CHECKUP,76.9
13141,CASTHMA,11.4
08049,ACCESS2,8.6
13099,HIGHCHOL,40.2
12057,BPHIGH,34.4
13003,ACCESS2,26.0
13091,DIABETES,16.7
12031,CASTHMA,10.3
12023,HIGHCHOL,40.6
08025,DIABETES,11.0
13043,HIGHCHOL,34.3
08075,DENTAL,56.8
13049,DENTAL,47.4
12051,BPHIGH,37.2
12069,CASTHMA,9.5
13017,BPHIGH,46.6
12015,DENTAL,58.3
13157,DENTAL,58.3
08083,DENTAL,60.3
12019,CHECKUP,78.1
12013,CASTHMA,10.6
13147,CHECKUP,76.1
08083,BPHIGH,33.9
13043,CASTHMA,10.8
08014,ACCESS2,7.8
13153,CASTHMA,10.1
12079,ACCESS2,17.4
06079,HIGHCHOL,34.1
08117,CASTHMA,10.3
08027,DIABETES,7.8
06083,ACCESS2,11.7
13123,BPHIGH,32.4
13127,HIGHCHOL,41.3
12077,BPHIGH,39.5
08055,HIGHCHOL,40.2
10005,HIGHCHOL,48.5
09190,ACCESS2,10.0
08117,ACCESS2,9.1
12111,CHECKUP,74.1
12037,BPHIGH,44.0
12041,DIABETES,12.8
06087,HIGHCHOL,34.9
09110,ACCESS2,9.8
13105,DENTAL,50.8
13047,HIGHCHOL,39.2
13161,DENTAL,47.4
06083,CASTHMA,9.7
12073,BPHIGH,32.6
08087,DIABETES,10.9
13013,CHECKUP,75.8
13145,CASTHMA,9.7
12109,BPHIGH,28.4
13007,CASTHMA,11.1
12093,DENTAL,45.0
13007,BPHIGH,42.4
13049,DIABETES,15.4
12119,HIGHCHOL,34.3
12069,CHECKUP,75.6
12083,ACCESS2,16.6
13087,CASTHMA,11.2
13059,DENTAL,57.3
06115,BPHIGH,30.9
13055,BPHIGH,42.0
10003,DENTAL,62.9
08014,HIGHCHOL,28.8
08101,ACCESS2,16.3
08037,CHECKUP,71.6
13105,DIABETES,16.6
12071,HIGHCHOL,41.0
13115,CHECKUP,76.1
08043,DIABETES,9.3
06103,BPHIGH,30.5
06093,CASTHMA,11.0
09130,HIGHCHOL,31.6
13071,CHECKUP,76.2
12086,CASTHMA,8.6
08063,BPHIGH,33.3
12083,DIABETES,10.9
08093,ACCESS2,7.3
08111,HIGHCHOL,35.3
13055,HIGHCHOL,40.6
13093,DENTAL,51.7
13149,ACCESS2,14.1
12041,ACCESS2,14.0
12079,DIABETES,13.3
12099,HIGHCHOL,38.1
13129,BPHIGH,35.0
08079,ACCESS2,6.9
08023,BPHIGH,38.1
12065,HIGHCHOL,43.2
12131,BPHIGH,36.3
06079,CASTHMA,9.9
06111,CHECKUP,73.8
12093,BPHIGH,35.8
12067,DIABETES,12.8
13085,BPHIGH,35.8
06073,DIABETES,9.4
13021,BPHIGH,42.0
13063,BPHIGH,41.4
13021,DIABETES,16.9
13091,HIGHCHOL,34.6
09140,BPHIGH,28.1
06091,CASTHMA,10.8
13031,HIGHCHOL,34.6
13001,BPHIGH,43.5
12019,BPHIGH,36.9
13103,CHECKUP,76.7
12131,CHECKUP,73.7
06087,ACCESS2,9.2
12067,BPHIGH,39.4
13071,DENTAL,48.0
08083,DIABETES,8.9
08059,HIGHCHOL,33.3
13161,CHECKUP,74.7
12057,HIGHCHOL,36.3
12123,ACCESS2,16.4
12011,CHECKUP,79.5
08077,CASTHMA,11.5
13109,CHECKUP,77.0
12053,DIABETES,14.9
12003,CHECKUP,76.0
08057,ACCESS2,13.0
08067,ACCESS2,9.1
12081,HIGHCHOL,42.7
13001,ACCESS2,18.7
06083,DIABETES,10.8
09170,CHECKUP,80.2
13021,DENTAL,52.9
12063,DIABETES,13.1
13043,DIABETES,16.5
13057,ACCESS2,10.7
08033,ACCESS2,10.2
12029,CHECKUP,77.0
08047,HIGHCHOL,34.7
12011,BPHIGH,36.3
08079,HIGHCHOL,28.7
06091,ACCESS2,8.6
08041,ACCESS2,9.5
06087,DENTAL,64.3
12047,BPHIGH,39.6
06087,CASTHMA,9.8
13073,DENTAL,61.3
13135,CASTHMA,9.2
08117,DIABETES,7.9
12027,DIABETES,17.6
12081,BPHIGH,30.4
13059,CASTHMA,10.6
12021,CASTHMA,8.8
08047,CHECKUP,74.1
06093,BPHIGH,30.3
12075,BPHIGH,42.6
13093,CASTHMA,10.5
06095,CASTHMA,10.1
08041,DENTAL,64.3
12095,CHECKUP,76.1
13053,CASTHMA,9.7
12097,DENTAL,54.5
08045,DENTAL,63.7
09170,CHECKUP,78.7
08059,CHECKUP,73.2
13147,CASTHMA,10.4
08005,CASTHMA,10.5
08055,CHECKUP,76.0
08009,CASTHMA,11.9
08063,HIGHCHOL,29.0
12131,BPHIGH,30.4
13085,DIABETES,9.6
13003,DENTAL,47.0
08111,BPHIGH,32.4
08051,CHECKUP,70.2
13113,HIGHCHOL,37.9
06091,ACCESS2,7.5
08001,CASTHMA,11.0
08081,CHECKUP,70.7
06107,CHECKUP,68.0
13037,CHECKUP,78.5
13077,CHECKUP,78.3
06073,DIABETES,10.0
12107,CASTHMA,11.0
08029,DENTAL,57.4
13043,CHECKUP,76.3
09120,DIABETES,10.3
13035,CHECKUP,76.4
13091,CHECKUP,79.1
12059,CHECKUP,76.8
08043,CHECKUP,71.9
12021,HIGHCHOL,42.3
13117,CASTHMA,8.4
13011,HIGHCHOL,34.0
12119,DIABETES,9.1
08075,DENTAL,56.1
12003,DIABETES,12.3
13055,CASTHMA,10.7
12105,CASTHMA,10.0
12127,DIABETES,13.5
13019,DIABETES,16.0
13051,CHECKUP,78.9
08059,BPHIGH,27.7
13089,CHECKUP,78.7
12065,DIABETES,16.3
08087,ACCESS2,18.2
08021,CHECKUP,72.7
06107,CHECKUP,67.9
08069,HIGHCHOL,30.3
08125,DIABETES,10.9
12035,DIABETES,13.7
08121,DIABETES,8.2
08115,CASTHMA,11.1
13059,HIGHCHOL,33.4
13149,CHECKUP,75.2
13019,BPHIGH,41.7
12093,DENTAL,46.3
08067,CHECKUP,73.1
08087,DIABETES,9.9
12033,ACCESS2,12.7
13079,HIGHCHOL,40.7
